question,ground_truth,expected_chunk_id,url,source_title,error,answer,retrieved_chunk_ids,num_contexts,hit,recall_at_k,faithfulness,answer_relevancy,context_precision,context_recall
What should you do first when debtors and creditors balances include VAT charged at different standard rates?,You will first have to identify the separate debtors and creditors balances that include the different standard rates of VAT and then apply the relevant tax fraction to each part.,vat_404_guide_chunk_122,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwUR3D2AvVcigP2eCuA'}",,,0,,,,,,
Who bears the burden of proof when a review application has been made in the High Court regarding a jeopardy assessment?,SARS bears the burden of proving that the jeopardy assessment was reasonable in the circumstances.,vat_404_guide_chunk_393,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwURS2BgiMtfmDuV6PS'}",,,0,,,,,,
When can an abridged tax invoice be issued instead of a full tax invoice?,"An abridged tax invoice may be issued if the consideration for the supply is less than R5 000 (including tax), except when that supply is a zero-rated supply.",vat_404_guide_chunk_361,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/Legal-Pub-Guide-VAT404-VAT-404-Guide-for-Vendors.pdf,VAT 404 Guide,,"According to the context, an abridged tax invoice may be issued instead of a full tax invoice when:

**The consideration for the supply is less than R5 000 (including tax), except when that supply is a zero-rated supply.**

In other words, if the transaction value is below R5 000 and it is not a zero-rated supply, a vendor may issue an abridged tax invoice rather than a full tax invoice.","[""doc_5_chunk_209"", ""doc_5_chunk_203"", ""doc_5_chunk_204"", ""doc_5_chunk_202"", ""doc_5_chunk_216""]",5,False,0.0,,,,
Which items are exempt from tax if the employer reimburses the employee for actual expenditure incurred during a residential transfer?,"The following items are exempt from tax if the employer reimburses the employee for actual expenditure incurred: bond registration and legal fees paid in respect of a new residence that has been purchased; transfer duty paid in respect of the new residence; cancellation fees paid for bond cancellation on previous residence; agent's commission paid on sale of previous residence; new school uniforms; replacement of curtains; motor vehicle registration fees; and telephone, water and electricity connection.",income_tax_guide_chunk_113,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwUZwzHbhxGuxnhijmz'}",,,0,,,,,,
Who retains ownership of gains or losses from vesting events?,The employee/director retains the vesting event (i.e. a gain or loss) in their hands.,income_tax_guide_chunk_58,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwUnDBLpwRCMk8hWmDs'}",,,0,,,,,,
From when should tax deductions be made for employees between 65 and 74 years old?,Employees' tax deductions for persons between the ages of 65 and 74 years must be made according to tables from the beginning of the tax period (e.g. 1 March) during which the employee turns 65 and not as from the month the qualifying age between the ages of 65 and 74 years is attained.,income_tax_guide_chunk_88,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the provided context, tax deductions for employees between 65 and 74 years old must be made **from the beginning of the tax period (e.g. 1 March) during which the employee turns 65**, and not from the month the qualifying age is attained.","[""doc_6_chunk_73"", ""doc_6_chunk_74"", ""doc_8_chunk_2"", ""doc_3_chunk_2"", ""doc_1_chunk_2""]",5,True,1.0,,,,
Which source code should be used for lump sum payments prior to 1 October 2007 from a Pension or RAF?,Lump sum payments prior to 1 October 2007 from a Pension or RAF should reflect under code 3903.,income_tax_guide_chunk_65,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context provided, lump sum payments prior to 1 October 2007 from a Pension or RAF should reflect under **source code 3903** on the certificate.","[""doc_6_chunk_51"", ""doc_6_chunk_53"", ""doc_6_chunk_52"", ""doc_8_chunk_23"", ""doc_3_chunk_23""]",5,False,0.0,,,,
Does a transfer that does not necessitate a change of residence qualify for the transfer costs exemption?,No. A transfer that does not necessitate a change of residence does not fall within the ambit of the exemption under Section 10(1)(nB).,income_tax_guide_chunk_112,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwV4L3ccgvWcxCJ2VdH'}",,,0,,,,,,
Under which code should employees' tax deducted for an independent contractor be reflected on the IRP5/IT3(a) certificate?,"Employees' tax deducted for an independent contractor, whether calculated according to the deduction tables or a tax directive, must be reflected as PAYE under code 3616 on the IRP5/IT3(a) certificate.",income_tax_guide_chunk_81,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwV95YVR7KeamxRQSYt'}",,,0,,,,,,
What documentation must an employer keep on file if they choose not to deduct Employees' Tax for a qualifying employee?,The employer must keep a copy of each page of the employee's passport and a copy of the relevant contract for the services to be rendered in a foreign country.,income_tax_guide_chunk_127,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"The context does not contain specific information about what documentation an employer must keep on file if they choose not to deduct Employees' Tax for a qualifying employee.

However, the context does indicate that where the Commissioner issues a directive authorizing an employer to ""refrain from deducting any employees' tax from the remuneration of an employee,"" either an **IRP3(b) or IRP3(c) application form** must be submitted in respect of such circumstances.

For more detailed requirements regarding documentation retention, the context notes that individuals must retain ""ALL relevant records, books of account or documents for a period of five years from the date of the submission of the income tax return,"" but specific employer filing requirements for non-deduction directives are not detailed in the provided material.","[""doc_6_chunk_71"", ""doc_6_chunk_70"", ""doc_6_chunk_36"", ""doc_8_chunk_11"", ""doc_3_chunk_11""]",5,False,0.0,,,,
Are amounts awarded in respect of unfair dismissals subject to employees' tax deduction?,"Yes, amounts awarded in respect of unfair dismissals are remuneration as defined in the Fourth Schedule and are therefore subject to deduction of Employees' Tax, as they are received or accrued in respect of the relinquishment, termination, loss, repudiation, cancellation or variation of any office or employment.",income_tax_guide_chunk_60,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwVSJPKhSGgxxa29qQG'}",,,0,,,,,,
What is the interest rate for a debt denominated in a currency other than the Republic's currency?,The rate of interest will be the equivalent of the country's repurchase rate plus 100 basis points.,income_tax_guide_chunk_5,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"The context provided does not contain information about interest rates for debts denominated in currencies other than the Republic's currency. 

The context focuses on employee tax exemptions for services rendered outside South Africa, VAT documentation requirements for gold exports, and related regulatory matters. To answer your question about foreign currency debt interest rates, you would need to refer to other relevant tax legislation or guidance materials.","[""doc_5_chunk_207"", ""doc_5_chunk_206"", ""doc_6_chunk_98"", ""doc_6_chunk_97"", ""doc_5_chunk_15""]",5,False,0.0,,,,
Where can employers find detailed information about fringe benefits?,"Employers can refer to the Guide for Employers in respect of Fringe Benefits – External Guide, which is available on the SARS website www.sars.gov.za, for detailed information about determining the amount which must be included in the taxable remuneration of an employee due to fringe benefits being granted.",income_tax_guide_chunk_109,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context, employers can find detailed information about fringe benefits in the **Guide for Employers in respect of Fringe Benefits – External Guide**, which is available on the SARS website at **www.sars.gov.za**.

Additionally, employers can obtain more information by:
- Visiting the SARS website at www.sars.gov.za
- Visiting their nearest SARS branch
- Contacting their own tax advisor/tax practitioner
- Calling the SARS Contact Centre on 0800 00 SARS (7277) if calling from within South Africa
- Calling +27 11 602 2093 if calling from outside South Africa (between 8am and 4pm South African time)","[""doc_6_chunk_59"", ""doc_6_chunk_58"", ""doc_6_chunk_83"", ""doc_6_chunk_21"", ""doc_6_chunk_100""]",5,False,0.0,,,,
In what circumstances must a capital gain or loss be disregarded for a restricted equity instrument?,"Any capital gain or loss must be disregarded in respect of any restricted equity instrument where the restricted equity instrument is replaced with another restricted equity instrument, or the taxpayer disposes the restricted equity instrument to any person by a non-arm's length disposal or a disposal to a connected person.",income_tax_guide_chunk_60,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwVnezSNEJNAztKsJZk'}",,,0,,,,,,
How should employers calculate employees' tax on special remuneration paid to proto teams?,Employers must calculate the employees' tax deductible from special remuneration in the same manner as tax on a bonus is calculated. The special remuneration paid to proto teams is subject to the rating formula contained in Section 5(10) which can only be applied on assessment.,income_tax_guide_chunk_99,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwWQR4NeJZDzYV9XoQX'}",,,0,,,,,,
Which document provides guidance on Tax Deduction Tables for weekly pay periods?,Document PAYE-GEN-01-G01-A01 provides the Weekly Tax Deduction Tables.,income_tax_guide_chunk_129,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"Based on the provided context, the document that provides guidance on Tax Deduction Tables for weekly pay periods is the **Guide for Employers in respect of Employees' Tax (2026 Tax Year) – PAYE-GEN-01-G20**.

This guide contains examples of how to calculate employees' tax for weekly paid employees, including the methodology for determining the decimal portion of the pay period and calculating the annual equivalent remuneration.","[""doc_6_chunk_71"", ""doc_6_chunk_70"", ""doc_6_chunk_15"", ""doc_8_chunk_11"", ""doc_3_chunk_11""]",5,False,0.0,,,,
"What is the total employees' tax on an advance salary of R84 000 received by a monthly paid employee below 65, where the monthly salary is R28 000?","The total employees' tax on the advance salary of R84 000 is R12 756 (calculated as R4 252 x 3, where R4 252 is the tax on R28 000 according to the monthly tables).",income_tax_guide_chunk_100,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwW6kvT6geDShxLoYWC'}",,,0,,,,,,
What is the primary tax rebate amount for individuals in 2026?,The primary tax rebate for individuals in 2026 is R17 235.,income_tax_guide_chunk_4,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwWbdFS6arv7jWnhmxt'}",,,0,,,,,,
What code should be used to reflect the taxable portion of bursaries for grade R to 12 and NQF level 1 to 4?,Code 3809 must be used to reflect the taxable portion of bursaries for grade R to 12 and NQF level 1 to 4.,income_tax_guide_chunk_118,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context, the code **3809** should be used to reflect the taxable portion of bursaries for grade R to 12 and NQF level 1 to 4.","[""doc_6_chunk_90"", ""doc_6_chunk_92"", ""doc_6_chunk_91"", ""doc_6_chunk_93"", ""doc_6_chunk_95""]",5,False,0.0,,,,
What steps are taken to calculate the tax on commission for one month?,"First, calculate the tax on the combined salary and commission (R21 685) according to monthly tables, which equals R2 624. Then, subtract the tax on the monthly salary alone (R17 185), which is R1 651. This gives the tax on commission for one month: R2 624 - R1 651 = R973.",income_tax_guide_chunk_91,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwWh6AKXAf2xaH4jpHv'}",,,0,,,,,,
What are the methods through which an application to register as an employer can be made?,An application to register as an employer must be made via eFiling or at the SARS Branch.,income_tax_guide_chunk_13,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context provided, an application to register as an employer must be made via:

1. **eFiling**, or
2. **At the SARS Branch**","[""doc_6_chunk_8"", ""doc_5_chunk_48"", ""doc_5_chunk_47"", ""doc_6_chunk_11"", ""doc_6_chunk_62""]",5,False,0.0,,,,
How should an employer request an EMP201 declaration from SARS?,"An employer must request EMP201 declaration from SARS via eFiling, via e@syFile™ Employer, or at a SARS Branch.",income_tax_guide_chunk_37,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50 requests per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwWnuA1SsLaGYEov7Sv'}",,,0,,,,,,
What is the total employees' tax deductible for December in the given example?,"The total employees' tax deductible for December is R4 726, which comprises the tax on the December salary of R4 331 plus the tax on the backdated increased salary of R395.",income_tax_guide_chunk_94,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"The context does not contain enough information to answer this question. While the context provides an example of calculating employees' tax for an employee who worked 7 months (resulting in R9,766 total tax for that period), it does not specify the employees' tax deductible for December specifically, nor does it break down the tax calculation by individual months.","[""doc_6_chunk_15"", ""doc_5_chunk_131"", ""doc_6_chunk_71"", ""doc_6_chunk_70"", ""doc_6_chunk_14""]",5,False,0.0,,,,
"In the production bonus example, what is the Employees' Tax deductible for August?","The Employees' Tax deductible for August is R7,988. This consists of the tax on the production bonus of R12,500 paid in August (R3,736) plus the tax on the salary of R28,000 for August according to the monthly table (R4,252).",income_tax_guide_chunk_103,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwX65mUCAYrzABFU1Fa'}",,,0,,,,,,
What are the two codes used to reflect taxable and non-taxable portions of an arbitration award on a certificate?,The relevant taxable and non-taxable portions of an arbitration award reflect on certificate under Code 3608 (taxable amount) and Code 3602 (non-taxable amount).,income_tax_guide_chunk_61,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context provided, the two codes used to reflect taxable and non-taxable portions of an arbitration award on a certificate are:

- **Code 3608** (taxable amount)
- **Code 3602** (non-taxable amount)","[""doc_6_chunk_50"", ""doc_6_chunk_49"", ""doc_6_chunk_48"", ""doc_5_chunk_209"", ""doc_5_chunk_245""]",5,False,0.0,,,,
What is the purpose of an exemption certificate (IRP30) issued to a labour broker?,An exemption certificate (IRP30) issued by SARS to a labour broker will absolve employers from having to deduct Employees' tax from any payments made to such labour brokers.,income_tax_guide_chunk_74,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"# Purpose of an Exemption Certificate (IRP30) for Labour Brokers

According to the provided context, the purpose of an exemption certificate (IRP30) issued by SARS to a labour broker is to **absolve employers from having to deduct Employees' tax from any payments made to such labour brokers**.

Specifically:
- **Labour broker with exemption certificate** - no employees' tax must be deducted
- **Labour broker without exemption certificate** - employees' tax must be deducted according to the applicable deduction tables

An employer who does not deduct employees' tax from a payment to a labour broker must be in possession of a certified copy of a valid exemption certificate (IRP30) for inspection purposes.","[""doc_6_chunk_62"", ""doc_6_chunk_61"", ""doc_6_chunk_60"", ""doc_6_chunk_63"", ""doc_6_chunk_99""]",5,False,0.0,,,,
What are fringe benefits according to the Seventh Schedule?,"Fringe benefits are taxable benefits deemed to have been granted by the employer if the employee is granted one of the benefits described in Paragraph 2 of the Seventh Schedule, including: acquisition of an asset at less than actual value, right of use of a motor vehicle, right of use of an asset (excluding motor vehicle and residential accommodation), meals and refreshments, residential accommodation, free or cheap services, low or interest free loans, subsidy in respect of loans, payment of employee's debt or release from debt obligation, medical fund contributions, medical costs, contributions to a benefit fund, contribution to bargaining council, payment to an insurer under an insurance policy, and any benefit granted to the relative of employee and others.",income_tax_guide_chunk_109,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwX5fxwXRJEBoHMRfdR'}",,,0,,,,,,
What is the stop loss benefit in share incentive schemes and how is it taxed?,The stop loss benefit is a benefit that can accrue in terms of share incentive schemes. It is exempt from tax if the employee does not receive or become entitled to receive any compensation or consideration other than the repayment of any portion of the purchase price actually paid by him. Employees' tax must not be deducted from the exempted amount and should be reflected under code 3714.,income_tax_guide_chunk_116,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwXJLThoL76qPMa2BzY'}",,,0,,,,,,
What fringe benefit arises when an employer pays insurance premiums for employees?,A simultaneous fringe benefit inclusion arises for employees when an employer pays insurance premiums. The fringe benefit will arise on a monthly basis in respect of employer-owned insurance policies for the direct and indirect benefit of employees.,income_tax_guide_chunk_72,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwXGaJET8qKv5xwkHXj'}",,,0,,,,,,
What types of workers can a labour broker provide to a client?,"Workers provided by a labour broker can be any person, including members and/or employees of a close corporation, directors and/or employees of a company, trustees and/or employees of a trading trust, proprietors and/or employees of a business, or partners and/or employees of a partnership.",income_tax_guide_chunk_74,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,,"According to the context, a labour broker can provide workers of various types to a client, including:

- Members and/or employees of a close corporation
- Directors and/or employees of a company
- Trustees and/or employees of a trading trust
- Proprietors and/or employees of a business
- Partners and/or employees of a partnership

In essence, these workers can be any person, including those with ownership interests or employment relationships in various business structures.","[""doc_6_chunk_60"", ""doc_6_chunk_62"", ""doc_6_chunk_61"", ""doc_6_chunk_65"", ""doc_6_chunk_64""]",5,False,0.0,,,,
What is the employer's liability if an employee does not ultimately qualify for the tax exemption after the employer chose not to deduct Employees' Tax?,The employer will be held personally liable for any losses that SARS may suffer due to the non-deduction of the full amount of employees' tax.,income_tax_guide_chunk_127,https://www.sars.gov.za/wp-content/uploads/Ops/Guides/PAYE-GEN-01-G20-Guide-for-Employers-iro-Employees-Tax-for-2026-External-Guide.pdf,Income Tax Guide,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 50,000 input tokens per minute (org: 9bd0a5f7-22cf-410d-b889-d0a0c1c1e0d9, model: claude-haiku-4-5-20251001). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CbHwXq8dHHZ5ZE9rY8VPJ'}",,,0,,,,,,
